date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:00:23	1430/1430	---M-Z	200	added ('OK')	text/css	date:Thu,%2003%20Nov%202022%2002:57:52%20GMT	https://pixner.net/onlinebets/onlinebets/assets/css/owl.theme.default.css	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/css/owl.theme.default.css	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:23	4154/4154	---M-Z	200	added ('OK')	text/css	date:Thu,%2003%20Nov%202022%2002:57:52%20GMT	https://pixner.net/onlinebets/onlinebets/assets/css/nice-select.css	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/css/nice-select.css	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:23	1845/1845	---M-Z	200	added ('OK')	text/css	date:Thu,%2003%20Nov%202022%2002:57:52%20GMT	https://pixner.net/onlinebets/onlinebets/assets/glyphter/css/Glyphter.css	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/glyphter/css/Glyphter.css	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:24	8107/8107	---M-Z	200	added ('OK')	text/css	date:Thu,%2003%20Nov%202022%2002:57:52%20GMT	https://pixner.net/onlinebets/onlinebets/assets/css/daterangepicker.css	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/css/daterangepicker.css	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:24	127712/127712	---M-Z	200	added ('OK')	text/css	date:Fri,%2004%20Nov%202022%2011:28:54%20GMT	https://pixner.net/onlinebets/onlinebets/assets/css/main.css	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/css/main.css	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:24	1009707/1009707	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Nov%202022%2007:43:38%20GMT	https://pixner.net/onlinebets/onlinebets/index.html	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/index.html	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:24	3227/3227	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Nov%202022%2010:49:34%20GMT	https://pixner.net/onlinebets/onlinebets/assets/img/logo/logo.png	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/img/logo/logo.png	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:25	3102/3102	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Nov%202022%2010:48:12%20GMT	https://pixner.net/onlinebets/onlinebets/assets/img/logo/dark-logo.png	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/img/logo/dark-logo.png	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:25	184710/184710	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202022%2010:53:34%20GMT	https://pixner.net/onlinebets/onlinebets/live.html	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/live.html	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:26	142491/142491	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202022%2010:52:20%20GMT	https://pixner.net/onlinebets/onlinebets/cricket.html	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/cricket.html	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:26	144004/144004	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202022%2010:53:58%20GMT	https://pixner.net/onlinebets/onlinebets/profile.html	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/profile.html	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:26	405/405	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Nov%202022%2002:57:52%20GMT	https://pixner.net/onlinebets/onlinebets/assets/img/sun.png	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/img/sun.png	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:26	90066/90066	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202022%2010:53:04%20GMT	https://pixner.net/onlinebets/onlinebets/favorites.html	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/favorites.html	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:27	131275/131275	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202022%2010:52:46%20GMT	https://pixner.net/onlinebets/onlinebets/efootball.html	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/efootball.html	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:27	139432/139432	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202022%2010:52:24%20GMT	https://pixner.net/onlinebets/onlinebets/csgo.html	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/csgo.html	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:27	176287/176287	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202022%2010:52:04%20GMT	https://pixner.net/onlinebets/onlinebets/basketball.html	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/basketball.html	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:28	180447/180447	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202022%2010:52:42%20GMT	https://pixner.net/onlinebets/onlinebets/ebasketball.html	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/ebasketball.html	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:28	157617/157617	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202022%2010:54:32%20GMT	https://pixner.net/onlinebets/onlinebets/tennis.html	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/tennis.html	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:28	89749/89749	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202022%2010:52:58%20GMT	https://pixner.net/onlinebets/onlinebets/etennis.html	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/etennis.html	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:28	139731/139731	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202022%2010:52:36%20GMT	https://pixner.net/onlinebets/onlinebets/dota2.html	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/dota2.html	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:29	128109/128109	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202022%2010:53:40%20GMT	https://pixner.net/onlinebets/onlinebets/lol.html	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/lol.html	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:30	169783/169783	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202022%2010:53:22%20GMT	https://pixner.net/onlinebets/onlinebets/icehocky.html	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/icehocky.html	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:30	156720/156720	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202022%2010:52:52%20GMT	https://pixner.net/onlinebets/onlinebets/ehocky.html	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/ehocky.html	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:31	133731/133731	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202022%2010:54:26%20GMT	https://pixner.net/onlinebets/onlinebets/table-tennis.html	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/table-tennis.html	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:31	124850/124850	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202022%2010:54:44%20GMT	https://pixner.net/onlinebets/onlinebets/volleyball.html	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/volleyball.html	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:32	116064/116064	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202022%2010:51:58%20GMT	https://pixner.net/onlinebets/onlinebets/baseball.html	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/baseball.html	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:32	138704/138704	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202022%2010:54:16%20GMT	https://pixner.net/onlinebets/onlinebets/rugby.html	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/rugby.html	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:32	137667/137667	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202022%2010:53:46%20GMT	https://pixner.net/onlinebets/onlinebets/mma.html	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/mma.html	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:33	163098/163098	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202022%2010:51:50%20GMT	https://pixner.net/onlinebets/onlinebets/americanfootball.html	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/americanfootball.html	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:33	121049/121049	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202022%2010:53:16%20GMT	https://pixner.net/onlinebets/onlinebets/handball.html	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/handball.html	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:34	117796/117796	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202022%2010:54:10%20GMT	https://pixner.net/onlinebets/onlinebets/rocket.html	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/rocket.html	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:34	158212/158212	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202022%2010:52:14%20GMT	https://pixner.net/onlinebets/onlinebets/boxing.html	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/boxing.html	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:35	129043/129043	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202022%2010:54:02%20GMT	https://pixner.net/onlinebets/onlinebets/rainbow.html	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/rainbow.html	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:35	100563/100563	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202022%2010:50:36%20GMT	https://pixner.net/onlinebets/onlinebets/futsal.html	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/futsal.html	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:36	84170/84170	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202022%2010:54:20%20GMT	https://pixner.net/onlinebets/onlinebets/sc2.html	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/sc2.html	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:36	99302/99302	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202022%2010:53:52%20GMT	https://pixner.net/onlinebets/onlinebets/ow.html	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/ow.html	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:36	80148/80148	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202022%2010:54:36%20GMT	https://pixner.net/onlinebets/onlinebets/valor.html	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/valor.html	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:37	241410/241410	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Nov%202022%2010:52:30%20GMT	https://pixner.net/onlinebets/onlinebets/details.html	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/details.html	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:37	769/769	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Nov%202022%2002:57:52%20GMT	https://pixner.net/onlinebets/onlinebets/assets/img/table/luage.png	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/img/table/luage.png	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:38	2648/2648	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Nov%202022%2002:57:52%20GMT	https://pixner.net/onlinebets/onlinebets/assets/img/table/bayern.png	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/img/table/bayern.png	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:38	1467/1467	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Nov%202022%2002:57:52%20GMT	https://pixner.net/onlinebets/onlinebets/assets/img/table/plazen.png	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/img/table/plazen.png	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:38	2204/2204	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Nov%202022%2002:57:52%20GMT	https://pixner.net/onlinebets/onlinebets/assets/img/table/marseille.png	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/img/table/marseille.png	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:39	1659/1659	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Nov%202022%2002:57:52%20GMT	https://pixner.net/onlinebets/onlinebets/assets/img/table/sporting-cp.png	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/img/table/sporting-cp.png	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:39	1758/1758	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Nov%202022%2002:57:52%20GMT	https://pixner.net/onlinebets/onlinebets/assets/img/table/internaz.png	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/img/table/internaz.png	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:39	1823/1823	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Nov%202022%2002:57:52%20GMT	https://pixner.net/onlinebets/onlinebets/assets/img/table/barsa.png	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/img/table/barsa.png	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:39	2118/2118	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Nov%202022%2002:57:52%20GMT	https://pixner.net/onlinebets/onlinebets/assets/img/table/liverp0ol.png	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/img/table/liverp0ol.png	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:40	2587/2587	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Nov%202022%2002:57:52%20GMT	https://pixner.net/onlinebets/onlinebets/assets/img/table/rangers.png	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/img/table/rangers.png	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:40	1954/1954	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Nov%202022%2002:57:52%20GMT	https://pixner.net/onlinebets/onlinebets/assets/img/table/porto.png	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/img/table/porto.png	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:40	2099/2099	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Nov%202022%2002:57:52%20GMT	https://pixner.net/onlinebets/onlinebets/assets/img/table/bayer.png	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/img/table/bayer.png	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:41	1681/1681	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Nov%202022%2002:57:52%20GMT	https://pixner.net/onlinebets/onlinebets/assets/img/table/brugge.png	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/img/table/brugge.png	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:41	1323/1323	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Nov%202022%2002:57:52%20GMT	https://pixner.net/onlinebets/onlinebets/assets/img/table/atletico-madrid.png	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/img/table/atletico-madrid.png	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:41	2582/2582	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Nov%202022%2002:57:52%20GMT	https://pixner.net/onlinebets/onlinebets/assets/img/table/man-city.png	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/img/table/man-city.png	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:42	1652/1652	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Nov%202022%2002:57:52%20GMT	https://pixner.net/onlinebets/onlinebets/assets/img/table/compenhagen.png	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/img/table/compenhagen.png	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:42	2679/2679	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Nov%202022%2002:57:52%20GMT	https://pixner.net/onlinebets/onlinebets/assets/img/table/chelsea.png	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/img/table/chelsea.png	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:42	1505/1505	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Nov%202022%2002:57:52%20GMT	https://pixner.net/onlinebets/onlinebets/assets/img/table/milan.png	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/img/table/milan.png	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:42	1760/1760	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Nov%202022%2002:57:52%20GMT	https://pixner.net/onlinebets/onlinebets/assets/img/table/sevilla.png	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/img/table/sevilla.png	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:43	1665/1665	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Nov%202022%2002:57:52%20GMT	https://pixner.net/onlinebets/onlinebets/assets/img/table/dortmund.png	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/img/table/dortmund.png	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:43	807/807	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Nov%202022%2002:57:52%20GMT	https://pixner.net/onlinebets/onlinebets/assets/img/table/juventus.png	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/img/table/juventus.png	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:43	1871/1871	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Nov%202022%2002:57:52%20GMT	https://pixner.net/onlinebets/onlinebets/assets/img/table/haifa.png	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/img/table/haifa.png	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:43	2230/2230	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Nov%202022%2002:57:52%20GMT	https://pixner.net/onlinebets/onlinebets/assets/img/table/benfica.png	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/img/table/benfica.png	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:44	2296/2296	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Nov%202022%2002:57:52%20GMT	https://pixner.net/onlinebets/onlinebets/assets/img/table/psg.png	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/img/table/psg.png	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:44	2026/2026	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Nov%202022%2002:57:52%20GMT	https://pixner.net/onlinebets/onlinebets/assets/img/sponsor/01.png	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/img/sponsor/01.png	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:44	1060/1060	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Nov%202022%2002:57:52%20GMT	https://pixner.net/onlinebets/onlinebets/assets/img/sponsor/02.png	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/img/sponsor/02.png	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:45	1235/1235	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Nov%202022%2002:57:52%20GMT	https://pixner.net/onlinebets/onlinebets/assets/img/sponsor/03.png	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/img/sponsor/03.png	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:45	1371/1371	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Nov%202022%2002:57:52%20GMT	https://pixner.net/onlinebets/onlinebets/assets/img/sponsor/04.png	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/img/sponsor/04.png	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:45	2097/2097	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Nov%202022%2002:57:52%20GMT	https://pixner.net/onlinebets/onlinebets/assets/img/sponsor/05.png	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/img/sponsor/05.png	(from https://pixner.net/onlinebets/onlinebets/football.html)
12:00:45	2338/2338	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Nov%202022%2002:57:52%20GMT	https://pixner.net/onlinebets/onlinebets/assets/img/sponsor/06.png	C:/Users/Administrator/Desktop/z%20wanawe/new%20bettingwebsite/pixner.net/onlinebets/onlinebets/assets/img/sponsor/06.png	(from https://pixner.net/onlinebets/onlinebets/football.html)
